156.19	156.29	156.39	156.49	156.59	156.69	156.78	156.88	156.98	157.08	157.18	157.28	157.38	157.48	157.58	157.68	157.78	157.87	157.97	158.07	158.17	158.27	158.37	158.46	158.56	158.66	158.76	158.86	158.95	159.05	159.15	159.25	159.34	159.44	159.54	159.64	159.73	159.83	159.93	160.02	160.12	160.22	160.31	160.41	160.51	160.6	160.7	160.79	160.89	160.99	161.08	161.18	161.27	161.37	161.46	161.56	161.65	161.75	161.84	161.94	162.03	162.13	162.22	162.32	162.41	162.51	162.6	162.7	162.79	162.88	162.98	163.07	163.17	163.26	163.35	163.45	163.54	163.63	163.73	163.82	163.91	164	164.1	164.19	164.28	164.37	164.47	164.56	164.65	164.74	164.83	164.93	165.02	165.11	165.2	165.29	165.38	165.48	165.57	165.66	165.75	165.84	165.93	166.02	166.11	166.2	166.29	166.38	166.47	166.56	166.65	166.74	166.83	166.92	167.01	167.1	167.19	167.28	167.37	167.45	167.54	167.63	167.72	167.81	167.9	167.99	168.07	168.16	168.25	168.34	168.42
156.17	156.27	156.37	156.46	156.56	156.66	156.76	156.86	156.96	157.06	157.16	157.26	157.36	157.46	157.55	157.65	157.75	157.85	157.95	158.05	158.15	158.24	158.34	158.44	158.54	158.64	158.73	158.83	158.93	159.03	159.12	159.22	159.32	159.41	159.51	159.61	159.71	159.8	159.9	160	160.09	160.19	160.29	160.38	160.48	160.57	160.67	160.77	160.86	160.96	161.05	161.15	161.24	161.34	161.43	161.53	161.62	161.72	161.81	161.91	162	162.1	162.19	162.29	162.38	162.48	162.57	162.66	162.76	162.85	162.95	163.04	163.13	163.23	163.32	163.41	163.51	163.6	163.69	163.79	163.88	163.97	164.06	164.16	164.25	164.34	164.43	164.53	164.62	164.71	164.8	164.89	164.98	165.08	165.17	165.26	165.35	165.44	165.53	165.62	165.71	165.8	165.89	165.98	166.08	166.17	166.26	166.35	166.44	166.53	166.61	166.7	166.79	166.88	166.97	167.06	167.15	167.24	167.33	167.42	167.51	167.59	167.68	167.77	167.86	167.95	168.04	168.12	168.21	168.3	168.39
156.15	156.24	156.34	156.44	156.54	156.64	156.74	156.84	156.94	157.04	157.14	157.24	157.33	157.43	157.53	157.63	157.73	157.83	157.93	158.02	158.12	158.22	158.32	158.42	158.51	158.61	158.71	158.81	158.9	159	159.1	159.19	159.29	159.39	159.49	159.58	159.68	159.78	159.87	159.97	160.07	160.16	160.26	160.35	160.45	160.55	160.64	160.74	160.83	160.93	161.02	161.12	161.22	161.31	161.41	161.5	161.6	161.69	161.79	161.88	161.97	162.07	162.16	162.26	162.35	162.45	162.54	162.63	162.73	162.82	162.92	163.01	163.1	163.2	163.29	163.38	163.48	163.57	163.66	163.75	163.85	163.94	164.03	164.12	164.22	164.31	164.4	164.49	164.58	164.68	164.77	164.86	164.95	165.04	165.13	165.22	165.32	165.41	165.5	165.59	165.68	165.77	165.86	165.95	166.04	166.13	166.22	166.31	166.4	166.49	166.58	166.67	166.76	166.85	166.94	167.03	167.11	167.2	167.29	167.38	167.47	167.56	167.65	167.73	167.82	167.91	168	168.09	168.17	168.26	168.35
156.12	156.22	156.32	156.42	156.52	156.62	156.72	156.82	156.92	157.02	157.11	157.21	157.31	157.41	157.51	157.61	157.71	157.8	157.9	158	158.1	158.2	158.29	158.39	158.49	158.59	158.68	158.78	158.88	158.98	159.07	159.17	159.27	159.36	159.46	159.56	159.65	159.75	159.85	159.94	160.04	160.13	160.23	160.33	160.42	160.52	160.61	160.71	160.81	160.9	161	161.09	161.19	161.28	161.38	161.47	161.57	161.66	161.76	161.85	161.94	162.04	162.13	162.23	162.32	162.42	162.51	162.6	162.7	162.79	162.88	162.98	163.07	163.16	163.26	163.35	163.44	163.54	163.63	163.72	163.81	163.91	164	164.09	164.18	164.28	164.37	164.46	164.55	164.64	164.73	164.83	164.92	165.01	165.1	165.19	165.28	165.37	165.46	165.55	165.64	165.73	165.82	165.91	166	166.09	166.18	166.27	166.36	166.45	166.54	166.63	166.72	166.81	166.9	166.99	167.08	167.17	167.25	167.34	167.43	167.52	167.61	167.7	167.78	167.87	167.96	168.05	168.13	168.22	168.31
156.1	156.2	156.3	156.4	156.5	156.6	156.7	156.8	156.9	156.99	157.09	157.19	157.29	157.39	157.49	157.58	157.68	157.78	157.88	157.98	158.07	158.17	158.27	158.37	158.46	158.56	158.66	158.76	158.85	158.95	159.05	159.14	159.24	159.34	159.43	159.53	159.63	159.72	159.82	159.92	160.01	160.11	160.2	160.3	160.4	160.49	160.59	160.68	160.78	160.87	160.97	161.06	161.16	161.25	161.35	161.44	161.54	161.63	161.73	161.82	161.92	162.01	162.1	162.2	162.29	162.39	162.48	162.57	162.67	162.76	162.85	162.95	163.04	163.13	163.23	163.32	163.41	163.5	163.6	163.69	163.78	163.87	163.97	164.06	164.15	164.24	164.33	164.43	164.52	164.61	164.7	164.79	164.88	164.97	165.06	165.16	165.25	165.34	165.43	165.52	165.61	165.7	165.79	165.88	165.97	166.06	166.15	166.24	166.33	166.42	166.51	166.6	166.69	166.77	166.86	166.95	167.04	167.13	167.22	167.31	167.39	167.48	167.57	167.66	167.75	167.83	167.92	168.01	168.1	168.18	168.27
156.08	156.18	156.28	156.38	156.48	156.58	156.68	156.78	156.87	156.97	157.07	157.17	157.27	157.37	157.46	157.56	157.66	157.76	157.85	157.95	158.05	158.15	158.24	158.34	158.44	158.54	158.63	158.73	158.83	158.92	159.02	159.12	159.21	159.31	159.41	159.5	159.6	159.7	159.79	159.89	159.98	160.08	160.18	160.27	160.37	160.46	160.56	160.65	160.75	160.84	160.94	161.03	161.13	161.22	161.32	161.41	161.51	161.6	161.7	161.79	161.89	161.98	162.07	162.17	162.26	162.36	162.45	162.54	162.64	162.73	162.82	162.92	163.01	163.1	163.19	163.29	163.38	163.47	163.56	163.66	163.75	163.84	163.93	164.03	164.12	164.21	164.3	164.39	164.48	164.58	164.67	164.76	164.85	164.94	165.03	165.12	165.21	165.3	165.39	165.48	165.57	165.66	165.75	165.84	165.93	166.02	166.11	166.2	166.29	166.38	166.47	166.56	166.65	166.74	166.83	166.92	167	167.09	167.18	167.27	167.36	167.45	167.53	167.62	167.71	167.8	167.88	167.97	168.06	168.15	168.23
156.06	156.16	156.26	156.36	156.46	156.56	156.65	156.75	156.85	156.95	157.05	157.15	157.24	157.34	157.44	157.54	157.64	157.73	157.83	157.93	158.03	158.12	158.22	158.32	158.41	158.51	158.61	158.71	158.8	158.9	159	159.09	159.19	159.29	159.38	159.48	159.57	159.67	159.77	159.86	159.96	160.05	160.15	160.24	160.34	160.44	160.53	160.63	160.72	160.82	160.91	161.01	161.1	161.2	161.29	161.38	161.48	161.57	161.67	161.76	161.86	161.95	162.04	162.14	162.23	162.32	162.42	162.51	162.6	162.7	162.79	162.88	162.98	163.07	163.16	163.26	163.35	163.44	163.53	163.62	163.72	163.81	163.9	163.99	164.08	164.18	164.27	164.36	164.45	164.54	164.63	164.72	164.81	164.91	165	165.09	165.18	165.27	165.36	165.45	165.54	165.63	165.72	165.81	165.9	165.99	166.08	166.17	166.26	166.35	166.43	166.52	166.61	166.7	166.79	166.88	166.97	167.06	167.14	167.23	167.32	167.41	167.5	167.58	167.67	167.76	167.85	167.93	168.02	168.11	168.19
156.04	156.14	156.24	156.34	156.44	156.53	156.63	156.73	156.83	156.93	157.03	157.12	157.22	157.32	157.42	157.51	157.61	157.71	157.81	157.9	158	158.1	158.2	158.29	158.39	158.49	158.58	158.68	158.78	158.87	158.97	159.07	159.16	159.26	159.36	159.45	159.55	159.64	159.74	159.84	159.93	160.03	160.12	160.22	160.31	160.41	160.5	160.6	160.69	160.79	160.88	160.98	161.07	161.17	161.26	161.36	161.45	161.54	161.64	161.73	161.83	161.92	162.01	162.11	162.2	162.29	162.39	162.48	162.57	162.67	162.76	162.85	162.95	163.04	163.13	163.22	163.32	163.41	163.5	163.59	163.68	163.78	163.87	163.96	164.05	164.14	164.23	164.33	164.42	164.51	164.6	164.69	164.78	164.87	164.96	165.05	165.14	165.23	165.32	165.41	165.5	165.59	165.68	165.77	165.86	165.95	166.04	166.13	166.22	166.31	166.4	166.49	166.58	166.66	166.75	166.84	166.93	167.02	167.11	167.19	167.28	167.37	167.46	167.55	167.63	167.72	167.81	167.9	167.98	168.07	168.16
156.02	156.12	156.22	156.32	156.41	156.51	156.61	156.71	156.81	156.91	157	157.1	157.2	157.3	157.39	157.49	157.59	157.69	157.78	157.88	157.98	158.07	158.17	158.27	158.37	158.46	158.56	158.66	158.75	158.85	158.94	159.04	159.14	159.23	159.33	159.43	159.52	159.62	159.71	159.81	159.9	160	160.09	160.19	160.29	160.38	160.48	160.57	160.66	160.76	160.85	160.95	161.04	161.14	161.23	161.33	161.42	161.51	161.61	161.7	161.8	161.89	161.98	162.08	162.17	162.26	162.36	162.45	162.54	162.64	162.73	162.82	162.91	163.01	163.1	163.19	163.28	163.38	163.47	163.56	163.65	163.74	163.84	163.93	164.02	164.11	164.2	164.29	164.38	164.47	164.57	164.66	164.75	164.84	164.93	165.02	165.11	165.2	165.29	165.38	165.47	165.56	165.65	165.74	165.83	165.92	166.01	166.1	166.18	166.27	166.36	166.45	166.54	166.63	166.72	166.81	166.89	166.98	167.07	167.16	167.25	167.33	167.42	167.51	167.6	167.68	167.77	167.86	167.94	168.03	168.12
156	156.1	156.2	156.29	156.39	156.49	156.59	156.69	156.78	156.88	156.98	157.08	157.18	157.27	157.37	157.47	157.57	157.66	157.76	157.86	157.95	158.05	158.15	158.24	158.34	158.44	158.53	158.63	158.73	158.82	158.92	159.02	159.11	159.21	159.3	159.4	159.49	159.59	159.69	159.78	159.88	159.97	160.07	160.16	160.26	160.35	160.45	160.54	160.64	160.73	160.83	160.92	161.01	161.11	161.2	161.3	161.39	161.49	161.58	161.67	161.77	161.86	161.95	162.05	162.14	162.23	162.33	162.42	162.51	162.6	162.7	162.79	162.88	162.97	163.07	163.16	163.25	163.34	163.44	163.53	163.62	163.71	163.8	163.89	163.99	164.08	164.17	164.26	164.35	164.44	164.53	164.62	164.71	164.8	164.89	164.98	165.07	165.16	165.25	165.34	165.43	165.52	165.61	165.7	165.79	165.88	165.97	166.06	166.15	166.24	166.33	166.41	166.5	166.59	166.68	166.77	166.86	166.94	167.03	167.12	167.21	167.3	167.38	167.47	167.56	167.65	167.73	167.82	167.91	167.99	168.08
155.98	156.08	156.18	156.27	156.37	156.47	156.57	156.66	156.76	156.86	156.96	157.06	157.15	157.25	157.35	157.44	157.54	157.64	157.74	157.83	157.93	158.03	158.12	158.22	158.32	158.41	158.51	158.61	158.7	158.8	158.89	158.99	159.09	159.18	159.28	159.37	159.47	159.56	159.66	159.75	159.85	159.94	160.04	160.13	160.23	160.32	160.42	160.51	160.61	160.7	160.8	160.89	160.99	161.08	161.17	161.27	161.36	161.46	161.55	161.64	161.74	161.83	161.92	162.02	162.11	162.2	162.3	162.39	162.48	162.57	162.67	162.76	162.85	162.94	163.04	163.13	163.22	163.31	163.4	163.49	163.59	163.68	163.77	163.86	163.95	164.04	164.13	164.23	164.32	164.41	164.5	164.59	164.68	164.77	164.86	164.95	165.04	165.13	165.22	165.31	165.4	165.49	165.58	165.67	165.76	165.85	165.93	166.02	166.11	166.2	166.29	166.38	166.47	166.55	166.64	166.73	166.82	166.91	167	167.08	167.17	167.26	167.35	167.43	167.52	167.61	167.69	167.78	167.87	167.95	168.04
155.96	156.06	156.15	156.25	156.35	156.45	156.54	156.64	156.74	156.84	156.93	157.03	157.13	157.23	157.32	157.42	157.52	157.61	157.71	157.81	157.91	158	158.1	158.19	158.29	158.39	158.48	158.58	158.68	158.77	158.87	158.96	159.06	159.15	159.25	159.35	159.44	159.54	159.63	159.73	159.82	159.92	160.01	160.11	160.2	160.3	160.39	160.49	160.58	160.67	160.77	160.86	160.96	161.05	161.14	161.24	161.33	161.43	161.52	161.61	161.71	161.8	161.89	161.99	162.08	162.17	162.26	162.36	162.45	162.54	162.63	162.73	162.82	162.91	163	163.1	163.19	163.28	163.37	163.46	163.55	163.65	163.74	163.83	163.92	164.01	164.1	164.19	164.28	164.37	164.46	164.55	164.64	164.73	164.82	164.91	165	165.09	165.18	165.27	165.36	165.45	165.54	165.63	165.72	165.81	165.9	165.99	166.08	166.16	166.25	166.34	166.43	166.52	166.61	166.69	166.78	166.87	166.96	167.05	167.13	167.22	167.31	167.39	167.48	167.57	167.66	167.74	167.83	167.92	168
155.94	156.03	156.13	156.23	156.33	156.43	156.52	156.62	156.72	156.81	156.91	157.01	157.11	157.2	157.3	157.4	157.49	157.59	157.69	157.78	157.88	157.98	158.07	158.17	158.27	158.36	158.46	158.55	158.65	158.75	158.84	158.94	159.03	159.13	159.22	159.32	159.41	159.51	159.61	159.7	159.79	159.89	159.98	160.08	160.17	160.27	160.36	160.46	160.55	160.65	160.74	160.83	160.93	161.02	161.12	161.21	161.3	161.4	161.49	161.58	161.68	161.77	161.86	161.96	162.05	162.14	162.23	162.33	162.42	162.51	162.6	162.7	162.79	162.88	162.97	163.06	163.15	163.25	163.34	163.43	163.52	163.61	163.7	163.79	163.89	163.98	164.07	164.16	164.25	164.34	164.43	164.52	164.61	164.7	164.79	164.88	164.97	165.06	165.15	165.24	165.33	165.42	165.51	165.6	165.68	165.77	165.86	165.95	166.04	166.13	166.22	166.31	166.39	166.48	166.57	166.66	166.75	166.83	166.92	167.01	167.1	167.18	167.27	167.36	167.44	167.53	167.62	167.7	167.79	167.88	167.96
155.92	156.01	156.11	156.21	156.31	156.4	156.5	156.6	156.7	156.79	156.89	156.99	157.08	157.18	157.28	157.37	157.47	157.57	157.66	157.76	157.86	157.95	158.05	158.14	158.24	158.34	158.43	158.53	158.62	158.72	158.82	158.91	159.01	159.1	159.2	159.29	159.39	159.48	159.58	159.67	159.77	159.86	159.96	160.05	160.15	160.24	160.33	160.43	160.52	160.62	160.71	160.8	160.9	160.99	161.09	161.18	161.27	161.37	161.46	161.55	161.65	161.74	161.83	161.92	162.02	162.11	162.2	162.29	162.39	162.48	162.57	162.66	162.76	162.85	162.94	163.03	163.12	163.21	163.31	163.4	163.49	163.58	163.67	163.76	163.85	163.94	164.03	164.12	164.21	164.3	164.39	164.49	164.58	164.67	164.76	164.84	164.93	165.02	165.11	165.2	165.29	165.38	165.47	165.56	165.65	165.74	165.83	165.91	166	166.09	166.18	166.27	166.36	166.44	166.53	166.62	166.71	166.8	166.88	166.97	167.06	167.14	167.23	167.32	167.41	167.49	167.58	167.67	167.75	167.84	167.92
