18.164	18.164	18.165	18.165	18.164	18.165	18.165	18.165	18.165	18.165	18.165	18.165	18.165	18.165	18.165	18.165	18.165	18.165	18.165	18.165	18.165	18.165	18.165	18.165	18.165	18.165	18.165	18.165	18.165	18.165	18.165	18.165	18.165	18.165	18.165	18.165	18.165	18.165	18.165	18.165	18.165	18.165	18.165	18.165	18.165	18.165	18.165	18.165	18.166	18.165	18.166	18.166	18.166	18.166	18.166	18.166	18.166	18.166	18.166	18.166	18.166	18.166	18.166	18.166	18.166	18.166	18.167	18.167	18.167	18.167	18.167	18.167	18.167	18.167	18.167	18.167	18.167	18.167	18.167	18.167	18.167	18.167	18.167	18.167	18.167	18.167	18.167	18.167	18.167	18.167	18.167	18.167	18.167	18.167	18.167	18.167	18.167	18.167	18.167	18.167	18.167	18.167	18.167	18.167	18.168	18.167	18.168	18.168	18.168	18.168	18.168	18.168	18.168	18.168	18.168	18.168	18.168	18.168	18.168	18.168	18.168	18.168	18.168	18.168	18.168	18.168	18.168	18.168	18.168	18.168	18.168	18.168	18.168	18.168
17.408	17.407	17.408	17.408	17.408	17.408	17.408	17.408	17.408	17.408	17.408	17.408	17.408	17.408	17.408	17.408	17.408	17.408	17.408	17.408	17.408	17.408	17.408	17.408	17.408	17.408	17.408	17.408	17.408	17.408	17.408	17.408	17.408	17.408	17.408	17.408	17.408	17.408	17.408	17.408	17.408	17.408	17.408	17.408	17.408	17.408	17.408	17.408	17.408	17.408	17.409	17.409	17.409	17.409	17.409	17.409	17.409	17.409	17.409	17.409	17.409	17.409	17.409	17.409	17.409	17.409	17.41	17.41	17.41	17.41	17.41	17.41	17.41	17.41	17.41	17.41	17.41	17.41	17.41	17.41	17.41	17.41	17.41	17.41	17.41	17.41	17.41	17.41	17.41	17.41	17.41	17.41	17.41	17.41	17.41	17.41	17.41	17.41	17.41	17.41	17.41	17.41	17.41	17.41	17.411	17.41	17.411	17.411	17.411	17.411	17.411	17.411	17.411	17.411	17.411	17.411	17.411	17.411	17.411	17.411	17.411	17.411	17.411	17.411	17.411	17.411	17.411	17.411	17.411	17.411	17.411	17.411	17.411	17.411
16.646	16.646	16.646	16.646	16.646	16.646	16.646	16.646	16.646	16.646	16.646	16.646	16.646	16.646	16.646	16.646	16.646	16.646	16.646	16.646	16.646	16.646	16.646	16.646	16.646	16.646	16.646	16.646	16.646	16.646	16.646	16.646	16.646	16.646	16.646	16.646	16.646	16.646	16.646	16.646	16.646	16.646	16.646	16.646	16.646	16.646	16.646	16.646	16.647	16.646	16.647	16.647	16.647	16.647	16.647	16.647	16.647	16.647	16.647	16.647	16.647	16.647	16.647	16.647	16.647	16.647	16.648	16.648	16.648	16.648	16.648	16.648	16.648	16.648	16.648	16.648	16.648	16.648	16.648	16.648	16.648	16.648	16.648	16.648	16.648	16.648	16.648	16.648	16.648	16.648	16.648	16.648	16.648	16.648	16.648	16.648	16.648	16.648	16.648	16.648	16.648	16.648	16.648	16.648	16.649	16.648	16.648	16.649	16.649	16.649	16.649	16.648	16.649	16.648	16.649	16.649	16.649	16.649	16.649	16.649	16.649	16.649	16.649	16.649	16.649	16.649	16.649	16.649	16.649	16.649	16.649	16.649	16.649	16.649
15.888	15.888	15.889	15.888	15.888	15.889	15.889	15.889	15.889	15.889	15.889	15.889	15.889	15.889	15.889	15.889	15.889	15.889	15.889	15.888	15.888	15.889	15.889	15.889	15.889	15.889	15.889	15.889	15.889	15.889	15.889	15.889	15.889	15.889	15.889	15.889	15.889	15.889	15.889	15.889	15.889	15.889	15.889	15.889	15.889	15.889	15.889	15.889	15.889	15.889	15.889	15.889	15.889	15.89	15.889	15.89	15.89	15.889	15.89	15.89	15.89	15.89	15.89	15.89	15.89	15.89	15.89	15.89	15.89	15.89	15.89	15.891	15.89	15.89	15.891	15.891	15.89	15.891	15.89	15.891	15.891	15.891	15.891	15.891	15.891	15.891	15.891	15.891	15.891	15.891	15.891	15.891	15.891	15.891	15.891	15.891	15.891	15.891	15.891	15.891	15.891	15.891	15.891	15.891	15.891	15.891	15.891	15.891	15.891	15.891	15.891	15.891	15.891	15.891	15.891	15.891	15.891	15.891	15.891	15.891	15.891	15.891	15.891	15.892	15.892	15.892	15.892	15.892	15.892	15.892	15.892	15.892	15.892	15.892
15.133	15.133	15.133	15.133	15.133	15.133	15.133	15.133	15.133	15.133	15.134	15.133	15.133	15.133	15.133	15.133	15.133	15.133	15.133	15.133	15.133	15.133	15.133	15.133	15.133	15.133	15.133	15.133	15.133	15.133	15.133	15.134	15.133	15.133	15.133	15.133	15.133	15.134	15.133	15.133	15.134	15.133	15.134	15.134	15.134	15.134	15.134	15.134	15.134	15.134	15.134	15.134	15.134	15.134	15.134	15.134	15.134	15.134	15.134	15.134	15.134	15.135	15.134	15.135	15.135	15.135	15.135	15.135	15.135	15.135	15.135	15.135	15.135	15.135	15.135	15.135	15.135	15.135	15.135	15.135	15.135	15.135	15.135	15.135	15.135	15.135	15.135	15.135	15.136	15.135	15.135	15.135	15.135	15.136	15.135	15.136	15.136	15.135	15.135	15.135	15.135	15.136	15.135	15.135	15.136	15.136	15.136	15.136	15.136	15.136	15.136	15.136	15.136	15.136	15.136	15.136	15.136	15.136	15.136	15.136	15.136	15.136	15.136	15.136	15.136	15.136	15.136	15.136	15.136	15.136	15.136	15.136	15.136	15.136
14.38	14.38	14.38	14.38	14.38	14.38	14.38	14.38	14.38	14.38	14.38	14.38	14.38	14.38	14.38	14.38	14.38	14.38	14.38	14.38	14.38	14.38	14.38	14.38	14.38	14.38	14.38	14.38	14.38	14.38	14.38	14.38	14.38	14.38	14.38	14.38	14.38	14.38	14.38	14.38	14.38	14.38	14.38	14.38	14.38	14.38	14.38	14.38	14.38	14.38	14.381	14.381	14.381	14.381	14.381	14.381	14.381	14.381	14.381	14.381	14.381	14.381	14.381	14.381	14.381	14.381	14.381	14.382	14.381	14.382	14.381	14.382	14.382	14.382	14.382	14.382	14.382	14.382	14.382	14.382	14.382	14.382	14.382	14.382	14.382	14.382	14.382	14.382	14.382	14.382	14.382	14.382	14.382	14.382	14.382	14.382	14.382	14.382	14.382	14.382	14.382	14.382	14.382	14.382	14.382	14.382	14.382	14.382	14.382	14.382	14.382	14.382	14.382	14.382	14.382	14.382	14.382	14.382	14.382	14.382	14.382	14.382	14.383	14.383	14.383	14.383	14.383	14.383	14.383	14.383	14.383	14.383	14.383	14.383
13.623	13.623	13.623	13.623	13.623	13.623	13.623	13.623	13.623	13.623	13.623	13.623	13.623	13.623	13.623	13.623	13.623	13.623	13.623	13.623	13.623	13.623	13.623	13.623	13.623	13.623	13.623	13.623	13.623	13.623	13.623	13.623	13.623	13.623	13.623	13.623	13.623	13.623	13.623	13.623	13.623	13.623	13.623	13.623	13.623	13.624	13.623	13.624	13.624	13.624	13.624	13.624	13.624	13.624	13.624	13.624	13.624	13.624	13.624	13.624	13.624	13.624	13.624	13.624	13.625	13.624	13.625	13.625	13.625	13.625	13.625	13.625	13.625	13.625	13.625	13.625	13.625	13.625	13.625	13.625	13.625	13.625	13.625	13.625	13.625	13.625	13.625	13.625	13.625	13.625	13.625	13.625	13.625	13.625	13.625	13.625	13.625	13.625	13.625	13.625	13.625	13.625	13.625	13.625	13.625	13.625	13.625	13.625	13.625	13.626	13.625	13.625	13.625	13.625	13.625	13.625	13.625	13.625	13.625	13.625	13.626	13.626	13.626	13.626	13.626	13.626	13.626	13.626	13.626	13.626	13.626	13.626	13.626	13.626
12.864	12.864	12.865	12.865	12.864	12.865	12.865	12.865	12.865	12.865	12.865	12.865	12.865	12.865	12.865	12.865	12.865	12.865	12.865	12.864	12.864	12.864	12.864	12.865	12.865	12.865	12.865	12.865	12.865	12.865	12.865	12.865	12.865	12.865	12.865	12.865	12.865	12.865	12.864	12.865	12.865	12.865	12.865	12.865	12.865	12.865	12.865	12.865	12.865	12.865	12.865	12.865	12.865	12.865	12.865	12.865	12.865	12.865	12.865	12.865	12.865	12.866	12.866	12.866	12.866	12.866	12.866	12.866	12.866	12.866	12.866	12.866	12.866	12.866	12.866	12.866	12.866	12.866	12.866	12.866	12.866	12.866	12.866	12.866	12.866	12.866	12.866	12.866	12.866	12.866	12.866	12.866	12.866	12.866	12.866	12.866	12.867	12.866	12.866	12.866	12.866	12.867	12.866	12.866	12.867	12.866	12.867	12.867	12.867	12.867	12.867	12.867	12.867	12.867	12.867	12.867	12.867	12.867	12.867	12.867	12.867	12.867	12.867	12.867	12.867	12.867	12.867	12.867	12.867	12.867	12.867	12.867	12.867	12.867
12.105	12.105	12.105	12.105	12.105	12.105	12.105	12.105	12.105	12.105	12.105	12.105	12.105	12.105	12.105	12.105	12.105	12.105	12.105	12.105	12.105	12.105	12.105	12.105	12.105	12.105	12.105	12.105	12.105	12.105	12.105	12.105	12.105	12.105	12.105	12.105	12.105	12.105	12.105	12.105	12.105	12.105	12.105	12.105	12.105	12.106	12.105	12.106	12.106	12.106	12.106	12.106	12.106	12.106	12.106	12.106	12.106	12.106	12.106	12.106	12.106	12.106	12.106	12.106	12.106	12.106	12.106	12.107	12.107	12.107	12.106	12.107	12.107	12.107	12.107	12.107	12.107	12.107	12.107	12.107	12.107	12.107	12.107	12.107	12.107	12.107	12.107	12.107	12.107	12.107	12.107	12.107	12.107	12.107	12.107	12.107	12.107	12.107	12.107	12.107	12.107	12.107	12.107	12.107	12.107	12.107	12.107	12.107	12.107	12.107	12.107	12.107	12.107	12.107	12.107	12.107	12.107	12.107	12.107	12.107	12.107	12.107	12.107	12.107	12.107	12.108	12.107	12.108	12.108	12.108	12.108	12.108	12.107	12.108
11.352	11.352	11.352	11.352	11.352	11.353	11.352	11.353	11.353	11.353	11.353	11.353	11.353	11.353	11.352	11.353	11.352	11.353	11.352	11.352	11.352	11.352	11.352	11.352	11.352	11.352	11.352	11.352	11.352	11.353	11.352	11.353	11.352	11.352	11.352	11.352	11.352	11.352	11.352	11.352	11.352	11.352	11.353	11.353	11.353	11.353	11.353	11.353	11.353	11.353	11.353	11.353	11.353	11.353	11.353	11.353	11.353	11.353	11.353	11.353	11.353	11.353	11.353	11.353	11.354	11.354	11.354	11.354	11.354	11.354	11.354	11.354	11.354	11.354	11.354	11.354	11.354	11.354	11.354	11.354	11.354	11.354	11.354	11.354	11.354	11.354	11.354	11.354	11.354	11.354	11.354	11.354	11.354	11.354	11.354	11.354	11.354	11.354	11.354	11.354	11.354	11.354	11.354	11.354	11.354	11.354	11.354	11.354	11.354	11.354	11.354	11.354	11.354	11.354	11.354	11.354	11.354	11.354	11.354	11.354	11.354	11.354	11.354	11.355	11.354	11.355	11.355	11.355	11.355	11.355	11.355	11.355	11.355	11.355
