1.1623	-0.25662	0.83675	1.5182	0.13401	0.80311	0.15905	-0.21607	2.579	1.1708	1.2064	0.49433	0.45607	-0.96596	0.14369	1.8818	1.9151	0.85056	0.49788	2.2365	1.1762	1.1801	0.46607	0.48775	1.1803	1.5394	1.8757	4.7243	2.9733	2.6134	2.5794	1.5374	1.1854	0.46952	0.45902	-1.711	-1.3323	1.5311	4.3634	2.2557	-2.3306	-0.22803	-0.93887	2.6003	-0.95043	0.4817	-0.22398	-1.6375	0.83139	0.51323	1.5809	2.2713	0.49309	1.9148	3.0029	-0.20231	-0.21693	-0.52174	0.15622	0.5125	2.9972	3.3525	0.871	2.6499	0.55214	2.2884	0.16668	0.20669	0.52956	0.89073	1.2845	3.0814	0.18854	1.6441	-0.20344	1.243	-1.5972	3.0223	0.93103	4.0904	1.6124	-0.15592	-0.50905	0.56639	1.6359	0.31519	0.989	0.91401	4.1067	1.6517	2.356	1.6364	0.21136	0.1988	0.57086	1.6196	2.3567	2.3298	-0.16117	1.6535	-0.83621	0.5579	-0.48995	-0.47846	-0.12081	-1.9153	-2.6575	0.074987	1.4277	1.7939	-3.1761	3.8864	-1.0156	-0.97988	-3.1334	3.3284	-2.016	1.209	4.3539	1.2489	2.3265	-0.15211	-1.9307	-0.89125	-4.8339	-7.3543	-5.9372	-3.7569	-4.1294	-3.0095	-3.3985	-2.338	-3.4133	-4.0977	-5.1992	-3.3738	-2.6952	0.50756	0.16914	-0.53692	0.85698	-1.632	-1.6292
1.9667	1.2691	2.6798	-0.14032	1.2645	2.3278	1.9786	1.6315	0.92971	-0.16291	-0.13552	0.89203	3.7383	4.4503	1.2629	0.89405	-0.84294	1.291	0.55136	0.9391	0.57608	1.9779	1.6243	1.2538	1.624	2.6705	1.2554	1.2556	0.90549	0.9317	3.0239	1.2832	2.331	-1.2099	-0.52299	0.20443	1.6396	3.7339	-0.12722	0.5758	-1.2143	-0.8649	-0.83846	0.58194	1.9993	0.92057	-0.82341	-0.4764	0.95042	0.92536	1.3043	0.56815	-1.1965	1.2763	2.3602	1.6585	3.083	2.3708	2.7285	-0.44952	-0.094579	1.6732	3.067	2.7273	3.0827	3.4374	2.7677	1.3518	0.99715	2.4136	2.7765	2.0667	-1.5002	3.1141	3.114	3.1073	1.374	5.6097	3.5518	2.7663	0.28463	3.112	-0.081438	-2.5591	-1.1098	1.0294	-0.30807	3.8244	-0.07395	-0.047522	2.0819	-0.041213	2.0834	3.8268	-0.77621	-0.07155	1.3545	1.7072	1.3811	0.28459	-1.1402	-0.070964	0.63828	-0.39152	0.28592	2.0573	-0.43413	-2.0663	1.3427	-3.4442	-0.24112	-1.2839	-0.18814	0.50635	-2.3083	0.91828	2.7445	2.7012	3.3937	0.92351	0.90088	0.80375	2.7637	-1.4963	-0.60222	-6.1639	-6.8715	-5.4194	-3.6331	-3.2875	-2.5795	-2.5774	-2.5737	-3.2864	-2.9534	-2.9586	-1.888	-0.80537	-1.1704	-1.5249	-0.12505	-1.9035	-0.45895
0.28258	-0.42623	-2.2055	0.6425	0.64084	1.3429	-0.77788	2.762	1.3453	0.27401	-0.071329	3.8155	1.6829	-0.81761	0.27679	1.6844	2.0464	0.64487	0.29485	2.402	1.6887	1.6621	1.3463	-1.1376	0.63624	0.99091	-0.80773	-1.4744	-0.098139	0.96774	2.7704	2.771	0.96487	-0.76774	0.26651	1.3249	2.7393	1.7073	0.97325	1.3254	-1.827	-2.8924	0.6291	0.30365	-1.4959	-1.1068	-3.2847	-1.139	-3.6383	-3.5968	-1.4864	-1.4456	2.0975	1.3843	2.061	3.8313	2.068	0.67924	1.7503	2.4516	1.0117	2.8183	1.753	2.1123	2.4755	1.0628	2.8356	-0.696	0.37103	1.3975	0.0094185	1.4025	2.1191	0.38586	-0.011302	3.5401	3.8931	1.0579	2.4767	-1.7503	1.802	0.75149	-1.0273	-2.0922	-1.7434	-1.3776	0.39554	1.0991	2.8362	2.1324	2.8708	0.71434	1.4543	1.0676	-1.3731	3.2229	1.0688	0.36356	0.75218	2.1701	2.8375	0.39764	0.75011	-1.3755	-2.0916	-1.7665	-2.0945	1.9665	-1.6197	2.115	0.965	-0.80413	-2.9458	0.57336	-4.3962	-2.9185	3.0896	-0.059109	-1.1097	4.1844	4.4667	-0.1621	-3.0776	-3.5687	-3.0178	-2.4776	-7.8869	-6.0757	-3.2047	-1.4164	-1.7831	-3.209	-3.5829	-3.566	-0.73387	-1.4256	-1.808	-1.7921	-1.1208	1.0411	-0.3879	-2.1669	-0.033501
1.6484	1.6609	0.26926	0.21664	0.59134	0.94525	0.56985	0.92269	1.2759	2.357	3.4208	3.7785	2.3589	1.6575	2.712	1.6664	-0.82384	1.6403	2.3505	-1.1704	0.60527	0.60661	0.93771	0.9256	0.95981	0.58052	1.9988	2.0056	2.7364	3.4084	1.6544	1.9998	0.93723	-0.83179	-0.79876	2.3892	4.1548	0.5972	1.6625	0.9514	-2.5998	-1.522	-0.47016	0.95624	1.3152	-1.1721	3.0933	-0.45331	-1.169	-2.5914	-3.6844	-4.0171	0.65052	2.4202	1.7115	-1.8373	1.6935	1.716	2.0699	1.6943	0.27409	1.3307	3.4761	2.4424	3.4764	3.5059	0.33683	-0.76852	2.087	1.7386	2.1196	0.69977	-2.8495	-1.7938	-0.73577	2.4544	1.7511	0.32192	1.0316	-1.0981	-0.016538	3.1688	3.8575	1.0292	-0.026074	-1.0783	0.69262	3.5514	0.062921	-0.023514	0.33513	-0.3728	-0.23836	1.0465	1.1631	1.0749	1.3854	2.1108	-1.4023	1.8028	0.34026	0.33148	-0.38915	-3.2513	-2.5168	-3.946	-2.1752	-0.74596	-1.4534	1.7395	2.0898	-0.39334	2.5701	0.78089	0.87845	-2.3212	0.18052	-1.191	0.59534	4.7842	-0.45074	-1.5889	0.19327	-0.88957	-1.082	-6.4586	-7.5485	-6.8413	-2.5267	-1.4601	-1.1116	-1.4644	-2.5271	-1.1118	-1.1084	-2.1809	-1.1145	0.30497	1.3322	0.97855	0.65848	-0.04697	0.30386
2.6855	3.0505	1.2849	0.91125	1.6237	-0.13076	2.3288	1.2759	0.91361	0.56461	-1.9114	1.6299	1.9826	1.9826	2.6962	0.93378	0.9221	3.748	2.6965	3.0482	2.6932	1.2805	1.2331	3.3996	1.6384	3.3997	2.3373	3.0506	2.3384	1.6023	1.5912	1.5914	1.5931	0.20081	1.9449	2.2955	1.5932	3.3601	1.6092	-2.2682	-1.5896	-0.85462	1.2575	-0.46217	-1.2237	-2.279	-0.15499	-0.84053	-2.2762	0.20491	4.4739	0.90985	2.0012	3.0528	1.2731	0.91398	2.3322	2.3806	2.0313	2.0385	4.5179	4.5172	2.3939	-3.6705	-1.1697	2.7348	1.6746	-1.1656	-3.6466	0.25772	2.0533	1.3261	1.3409	2.385	4.8634	3.0998	2.052	3.8301	-0.076341	-0.053901	2.7783	3.1301	3.456	1.0055	-0.027915	0.27772	3.1209	0.29034	0.29183	1.3569	0.27849	-0.058853	0.99619	-2.336	-1.3387	-0.025203	2.9638	1.3566	-1.801	-4.2962	-3.6192	1.0075	2.3833	1.3428	-3.292	-0.44922	-4.3087	-0.80183	4.5094	0.98247	1.6955	3.4928	4.5219	-1.3639	1.509	-1.3061	0.44057	0.81733	-3.4947	-0.9362	-0.56018	-3.3727	0.15917	-3.3763	-0.40584	-0.41029	-3.9688	-3.2565	-1.4777	0.28848	0.29055	-2.1943	-2.9086	-2.9187	-0.79224	-0.42604	-1.143	-1.5024	0.2349	-0.46947	0.61605	2.029	0.61043
2.0551	0.9797	2.0431	2.0445	2.3829	4.1622	2.7735	1.6862	-0.098247	-0.40632	0.25995	1.0117	2.7539	0.30045	2.0542	1.6934	1.3427	0.99185	1.6954	2.4087	2.7466	3.0991	3.0988	1.3341	2.0483	-0.077579	0.6306	2.7489	3.8249	-0.80577	0.64547	1.6664	-0.76963	0.99926	1.7028	4.1797	2.401	3.8311	2.4028	2.4212	-0.089701	0.64216	3.825	0.27033	-1.1191	-2.1846	-3.233	-0.74332	1.6872	-1.0945	-3.2415	0.30038	3.1317	4.2118	4.9144	2.1005	1.0258	2.7931	2.0971	1.0347	-1.803	-0.73358	1.3873	1.3738	1.4127	0.33532	1.0689	0.72209	-2.4973	2.847	1.4355	2.1375	0.72441	0.014826	3.5272	0.7266	-0.68567	3.9237	1.7985	3.5621	0.72756	0.72699	3.1972	4.9621	6.041	3.5678	2.2847	0.73238	0.85099	0.84366	2.641	3.3002	0.5573	3.7968	-2.6579	1.8954	-1.6261	0.067019	0.038042	-0.20124	-1.3975	-0.33141	1.0673	-0.35072	-0.7112	-1.0467	-0.69483	-1.0437	0.36799	1.4294	-2.0985	1.7754	-1.0431	2.1359	3.2039	3.5383	5.3269	6.7279	3.8962	0.3573	-0.13509	-2.3008	0.54542	1.4191	1.4297	0.72281	1.0735	0.0088796	0.35639	2.1322	-0.35114	-2.1235	-0.015952	0.33264	-1.4246	-0.022078	1.038	-0.027319	1.0355	-1.088	3.8582	3.8561	3.1419
4.4822	2.7233	4.1297	3.3997	1.9866	2.3387	1.6371	0.57495	2.0178	1.2784	3.0511	2.6939	1.6418	1.6499	2.6964	1.6517	1.2904	3.0506	1.9987	1.2865	0.94347	-0.15097	0.5667	1.2975	-0.1183	-0.11998	-1.8889	1.6345	1.658	3.0388	1.9829	0.56834	0.20202	-0.8515	3.0351	2.6887	2.343	2.3439	2.6953	3.4064	3.0466	3.7609	1.998	-1.8914	-0.47442	-0.82628	-2.5948	-2.6107	-0.81931	-2.2364	-5.4475	1.668	3.0723	0.28088	-2.9047	-3.2573	2.4027	2.7544	2.7329	3.1092	-1.4986	-0.08858	0.62822	-2.2038	0.63084	-3.263	0.63991	-2.1871	-1.4885	-2.8917	-1.1085	-0.32006	1.0377	2.4299	3.1335	2.4334	1.3644	0.66329	1.3689	4.1951	1.7296	3.1343	-0.37031	-0.40066	-0.9849	2.4635	1.0494	-2.0514	1.0274	-0.64368	0.7823	1.5359	-5.9361	-1.0144	-0.53258	2.2225	1.1683	-0.62844	0.078129	-3.5768	-2.0075	-3.4122	-3.5916	-2.8696	-2.8721	-2.8776	-4.6539	-3.5911	-5.7444	-7.169	-1.7933	4.217	-1.4292	1.016	3.8424	2.7793	-0.02811	1.3863	0.3374	-3.2088	-5.5576	-3.4308	-0.03793	2.4391	2.0863	2.0829	2.433	2.0798	2.4281	1.3625	-0.40546	-0.75288	-0.40562	-0.40692	-0.056715	-1.4662	-0.41352	1.6885	2.0623	2.7621	4.5232	2.7578	3.4666
3.5878	2.5312	2.8879	2.174	2.5265	2.5371	2.8904	1.8011	0.035697	0.73991	2.5335	2.1577	4.6301	3.5694	3.2229	0.39573	2.8433	0.39735	1.1076	2.5162	2.8739	1.4624	1.0854	0.40047	3.2015	2.1399	4.2653	2.4928	0.72791	-0.67098	0.043284	0.045033	0.36303	1.1093	2.1634	1.7975	2.148	1.1003	2.5053	3.9166	4.6301	0.045546	3.2388	0.062877	0.39988	-1.3822	-2.7847	-3.8547	-3.8403	-4.2091	1.1042	3.9219	2.1597	2.1941	-0.63405	-1.3528	1.4844	-1.6719	-1.3458	5.0172	0.44353	1.5098	-0.64777	0.76998	-3.4698	0.49292	-2.722	1.573	0.93931	6.9078	4.7964	2.3435	5.1773	0.81862	-1.6474	-0.7398	-0.060564	0.60564	2.3445	0.80904	0.47627	-3.4096	1.8903	0.23919	0.91005	-0.50178	2.5955	4.3521	5.4037	-1.8155	-0.063085	-0.38316	-0.05921	-0.76717	-4.2293	-2.4964	-2.8186	-6.7754	-0.089698	2.0476	-4.363	-0.74739	-4.3243	-4.1292	-0.93316	-1.8686	-0.91619	-0.91692	0.823	-1.2967	-4.1137	1.536	4.3628	0.14562	2.5886	2.9455	1.5341	0.46999	-5.1994	0.82051	0.49084	-0.73192	-1.4517	-2.6984	1.5508	2.9627	2.2488	2.959	2.2445	0.1261	0.82275	-0.22961	-0.23476	1.1785	0.46391	0.088369	0.084864	0.43149	-1.3116	-0.96356	3.607	4.667	3.954
4.4384	5.8461	5.136	1.6194	2.6693	3.0158	3.7329	1.9721	1.2343	2.3362	3.3499	0.53449	1.9386	3.3683	1.9398	0.88832	3.7316	1.6086	1.6093	0.17948	-0.16942	3.0258	3.0262	1.2638	3.3787	1.2654	4.0343	4.3856	0.14524	0.15152	-0.90016	-4.8081	-1.9637	0.86577	1.5629	0.86138	2.2765	3.6932	4.7461	5.4587	5.8112	4.7497	3.3435	1.9294	-1.6062	0.53554	2.3031	-1.2499	-4.4253	-3.3686	-0.51826	-0.86827	2.6588	0.5671	-0.14412	-4.716	0.18606	-0.16543	1.9785	4.4549	1.6409	-0.44197	-5.0884	-1.5624	-4.0311	-4.3924	-4.2857	-0.73347	2.4679	8.8613	4.9729	2.4879	3.5642	1.0699	-0.11018	-1.3294	0.079708	-4.5458	0.72039	4.926	-0.37239	2.3659	-1.5254	-2.9453	-1.8699	-1.7703	3.1608	0.70901	-2.8182	-2.0864	-3.7817	-3.0738	-4.1464	-4.5629	-3.8854	-0.64736	0.4851	-6.9518	-3.5166	-1.032	-5.9717	-1.3141	-3.1347	-2.42	-1.1363	-2.4248	-3.164	-4.321	-2.2178	-3.611	-1.811	0.30859	-2.1637	4.1514	1.326	1.3247	-2.1769	-0.058607	4.1812	0.29167	-0.4117	-0.4484	1.6681	-1.4815	-0.78784	4.5054	3.8015	2.7377	2.0246	1.3197	0.96794	-1.1455	-1.164	0.6107	0.62481	-0.12322	-0.85001	1.6149	-0.12788	-1.5142	3.0455	4.4558	5.865
0.24554	1.6553	3.0686	3.7658	4.8316	4.1218	2.7004	1.2883	4.4605	6.223	4.8093	1.2918	2.0037	3.3997	3.7513	2.7072	2.3407	2.71	3.0716	1.298	1.9946	3.4244	0.19531	1.2563	4.0747	3.7256	0.90168	1.2592	-1.9029	-1.1899	-2.2767	-2.2891	-4.4117	-1.2109	1.2576	-1.2075	0.21478	1.9799	3.0424	4.0963	5.1597	5.5123	4.4547	5.885	1.6632	4.4785	1.3055	-1.1835	-4.3699	-0.80441	3.0845	0.2431	-3.2764	-0.08858	-3.6346	2.7129	-0.44653	-0.10741	0.29897	-1.4658	2.7656	0.61287	-0.80162	-1.1262	0.64496	-0.41238	-3.5543	1.825	3.9434	5.7057	2.908	1.1358	4.6686	3.5926	0.43911	3.3645	2.632	-0.23788	5.3838	2.9041	0.77355	-3.5138	0.31733	-0.41811	-2.1839	0.047987	1.1019	0.45332	-0.94725	-0.25437	-0.23561	-5.1568	-5.5334	-3.0737	-4.8552	-3.848	-2.1235	-4.7755	-1.3073	-3.8066	-5.3247	-2.1696	-5.5369	-5.6223	-0.046001	-3.9443	-3.2322	-4.2898	-2.1739	-2.1739	-1.7678	5.6023	3.4898	0.30583	-1.407	1.0579	-0.70859	-0.013554	0.336	-0.052597	1.6986	-0.72648	3.1446	3.8442	5.6047	4.5415	2.4274	3.4864	3.4844	1.7192	-0.046997	-0.76183	-1.8282	0.31425	1.3648	-0.45491	-2.2183	-2.9296	-1.4617	-1.4632	0.29979	4.8329	5.1806
