9.0689	9.0688	9.0688	9.0689	9.0688	9.0689	9.0689	9.0688	9.0689	9.0688	9.0689	9.0689	9.0689	9.0689	9.0689	9.0688	9.069	9.0688	9.069	9.0689	9.069	9.069	9.0691	9.0689	9.0691	9.0689	9.0691	9.069	9.069	9.069	9.0691	9.0689	9.0691	9.069	9.0691	9.069	9.0691	9.0691	9.0692	9.069	9.0692	9.0691	9.0692	9.0692	9.0691	9.0691	9.0692	9.0691	9.0692	9.0691	9.0692	9.0692	9.0691	9.0692	9.0692	9.0692	9.0693	9.0692	9.0692	9.0693	9.0692	9.0692	9.0693	9.0692	9.0693	9.0692	9.0693	9.0693	9.0693	9.0692	9.0693	9.0692	9.0693	9.0692	9.0693	9.0693	9.0693	9.0694	9.0694	9.0693	9.0694	9.0694	9.0694	9.0694	9.0694	9.0694	9.0694	9.0694	9.0694	9.0694	9.0694	9.0695	9.0694	9.0695	9.0695	9.0694	9.0695	9.0695	9.0695	9.0697	9.0695	9.0696	9.0696	9.0696	9.0696	9.0696	9.0695	9.0696	9.0695	9.0696	9.0696	9.0696	9.0696	9.0697	9.0696	9.0697	9.0696	9.0697	9.0697	9.0698	9.0697	9.0698	9.0696	9.0698	9.0696	9.0697	9.0697	9.0697	9.0696	9.0698	9.0696	9.0698	9.0697	9.0698	9.0697	9.0698	9.0697	9.0698	9.0697	9.0699	9.0698	9.0699	9.0698	9.0698	9.0698	9.0699	9.0697	9.0699	9.0697	9.0698	9.0698	9.0698
8.3116	8.3115	8.3116	8.3116	8.3115	8.3116	8.3116	8.3116	8.3117	8.3116	8.3116	8.3116	8.3116	8.3116	8.3116	8.3116	8.3117	8.3116	8.3117	8.3116	8.3117	8.3117	8.3118	8.3116	8.3118	8.3117	8.3118	8.3117	8.3117	8.3117	8.3118	8.3116	8.3118	8.3117	8.3118	8.3118	8.3118	8.3118	8.3119	8.3117	8.3119	8.3118	8.3119	8.3119	8.3118	8.3119	8.3119	8.3118	8.3119	8.3118	8.3119	8.3119	8.3118	8.3119	8.3119	8.3119	8.312	8.3119	8.3119	8.312	8.3119	8.312	8.312	8.3119	8.312	8.3119	8.312	8.312	8.312	8.3119	8.312	8.3119	8.312	8.3119	8.312	8.312	8.312	8.3121	8.3121	8.312	8.3121	8.3121	8.3121	8.3121	8.3121	8.3121	8.3121	8.3121	8.3121	8.3121	8.3121	8.3122	8.3121	8.3122	8.3122	8.3121	8.3122	8.3122	8.3122	8.3123	8.3122	8.3123	8.3123	8.3123	8.3122	8.3123	8.3122	8.3123	8.3122	8.3123	8.3123	8.3123	8.3123	8.3124	8.3123	8.3124	8.3123	8.3124	8.3124	8.3124	8.3124	8.3125	8.3123	8.3124	8.3123	8.3124	8.3124	8.3124	8.3123	8.3124	8.3123	8.3124	8.3124	8.3124	8.3124	8.3124	8.3124	8.3125	8.3124	8.3126	8.3124	8.3125	8.3125	8.3125	8.3124	8.3126	8.3124	8.3125	8.3123	8.3125	8.3124	8.3125
7.5596	7.5595	7.5596	7.5596	7.5595	7.5596	7.5596	7.5595	7.5596	7.5595	7.5596	7.5596	7.5596	7.5596	7.5596	7.5595	7.5597	7.5595	7.5597	7.5596	7.5597	7.5597	7.5598	7.5596	7.5598	7.5596	7.5598	7.5597	7.5597	7.5597	7.5597	7.5596	7.5598	7.5596	7.5597	7.5597	7.5597	7.5597	7.5598	7.5597	7.5599	7.5598	7.5598	7.5598	7.5598	7.5598	7.5599	7.5598	7.5599	7.5598	7.5598	7.5598	7.5598	7.5598	7.5598	7.5598	7.5599	7.5598	7.5599	7.5599	7.5599	7.5599	7.5599	7.5598	7.56	7.5599	7.5599	7.5599	7.5599	7.5599	7.5599	7.5598	7.56	7.5599	7.5599	7.5599	7.5599	7.56	7.56	7.56	7.5601	7.56	7.56	7.56	7.56	7.56	7.5601	7.56	7.5601	7.56	7.56	7.5601	7.56	7.5601	7.5601	7.5601	7.5601	7.5601	7.5601	7.5603	7.5601	7.5602	7.5602	7.5602	7.5602	7.5602	7.5601	7.5602	7.5601	7.5602	7.5602	7.5602	7.5602	7.5603	7.5602	7.5603	7.5602	7.5603	7.5603	7.5603	7.5603	7.5604	7.5602	7.5603	7.5602	7.5603	7.5603	7.5603	7.5602	7.5603	7.5602	7.5603	7.5602	7.5603	7.5603	7.5603	7.5603	7.5604	7.5603	7.5605	7.5603	7.5604	7.5604	7.5604	7.5603	7.5604	7.5603	7.5604	7.5602	7.5604	7.5603	7.5604
6.8004	6.8003	6.8004	6.8004	6.8003	6.8004	6.8004	6.8003	6.8004	6.8003	6.8004	6.8004	6.8004	6.8004	6.8004	6.8003	6.8005	6.8003	6.8005	6.8004	6.8005	6.8005	6.8005	6.8004	6.8006	6.8004	6.8005	6.8004	6.8005	6.8004	6.8005	6.8004	6.8005	6.8004	6.8005	6.8005	6.8005	6.8005	6.8006	6.8005	6.8007	6.8005	6.8006	6.8006	6.8006	6.8006	6.8006	6.8005	6.8006	6.8005	6.8006	6.8006	6.8005	6.8006	6.8006	6.8006	6.8007	6.8006	6.8006	6.8007	6.8006	6.8007	6.8007	6.8006	6.8007	6.8006	6.8007	6.8007	6.8006	6.8006	6.8007	6.8006	6.8007	6.8006	6.8006	6.8007	6.8007	6.8007	6.8008	6.8007	6.8008	6.8007	6.8007	6.8008	6.8007	6.8008	6.8008	6.8007	6.8008	6.8008	6.8008	6.8008	6.8008	6.8008	6.8008	6.8008	6.8008	6.8009	6.8008	6.801	6.8009	6.801	6.8009	6.8009	6.8009	6.8009	6.8008	6.801	6.8008	6.8009	6.8009	6.8009	6.8009	6.801	6.8009	6.8011	6.8009	6.801	6.801	6.8011	6.801	6.8011	6.801	6.8011	6.8009	6.801	6.801	6.801	6.8009	6.801	6.8009	6.8011	6.801	6.8011	6.801	6.801	6.801	6.8011	6.801	6.8012	6.801	6.8011	6.8011	6.8011	6.801	6.8011	6.801	6.8011	6.801	6.8011	6.801	6.8011
6.048	6.0479	6.048	6.048	6.048	6.048	6.048	6.048	6.0481	6.048	6.048	6.048	6.048	6.048	6.048	6.048	6.0481	6.0479	6.0481	6.048	6.0481	6.0481	6.0482	6.048	6.0482	6.048	6.0482	6.0481	6.0481	6.048	6.0481	6.048	6.0481	6.048	6.0481	6.0481	6.0481	6.0481	6.0482	6.0481	6.0483	6.0481	6.0482	6.0482	6.0482	6.0482	6.0482	6.0482	6.0482	6.0482	6.0482	6.0482	6.0481	6.0482	6.0482	6.0482	6.0483	6.0482	6.0482	6.0483	6.0482	6.0483	6.0483	6.0482	6.0483	6.0482	6.0482	6.0483	6.0482	6.0482	6.0483	6.0482	6.0483	6.0482	6.0482	6.0483	6.0482	6.0483	6.0483	6.0483	6.0484	6.0483	6.0483	6.0484	6.0483	6.0483	6.0484	6.0483	6.0484	6.0483	6.0484	6.0484	6.0483	6.0484	6.0484	6.0484	6.0484	6.0485	6.0484	6.0486	6.0484	6.0485	6.0485	6.0485	6.0485	6.0485	6.0484	6.0485	6.0484	6.0485	6.0485	6.0485	6.0485	6.0486	6.0485	6.0486	6.0485	6.0486	6.0485	6.0486	6.0486	6.0487	6.0485	6.0486	6.0485	6.0486	6.0485	6.0486	6.0485	6.0486	6.0485	6.0486	6.0485	6.0486	6.0486	6.0486	6.0486	6.0487	6.0485	6.0487	6.0486	6.0487	6.0486	6.0487	6.0486	6.0487	6.0485	6.0487	6.0485	6.0486	6.0486	6.0486
5.2933	5.2932	5.2933	5.2933	5.2932	5.2933	5.2933	5.2932	5.2933	5.2932	5.2933	5.2933	5.2932	5.2933	5.2933	5.2932	5.2933	5.2932	5.2933	5.2933	5.2933	5.2933	5.2934	5.2933	5.2934	5.2933	5.2934	5.2933	5.2933	5.2933	5.2934	5.2932	5.2934	5.2933	5.2934	5.2934	5.2934	5.2934	5.2934	5.2933	5.2935	5.2934	5.2935	5.2934	5.2934	5.2934	5.2934	5.2934	5.2935	5.2934	5.2934	5.2934	5.2934	5.2934	5.2934	5.2934	5.2935	5.2934	5.2934	5.2935	5.2934	5.2935	5.2935	5.2934	5.2935	5.2935	5.2935	5.2935	5.2934	5.2935	5.2935	5.2934	5.2935	5.2934	5.2934	5.2935	5.2934	5.2935	5.2936	5.2935	5.2936	5.2935	5.2935	5.2936	5.2935	5.2936	5.2936	5.2935	5.2936	5.2936	5.2936	5.2936	5.2935	5.2936	5.2936	5.2936	5.2936	5.2937	5.2936	5.2938	5.2936	5.2937	5.2937	5.2937	5.2937	5.2937	5.2936	5.2937	5.2936	5.2937	5.2937	5.2937	5.2937	5.2938	5.2937	5.2938	5.2937	5.2938	5.2937	5.2938	5.2938	5.2938	5.2937	5.2938	5.2937	5.2938	5.2937	5.2937	5.2937	5.2938	5.2937	5.2938	5.2937	5.2938	5.2938	5.2938	5.2938	5.2938	5.2937	5.2939	5.2938	5.2939	5.2938	5.2938	5.2938	5.2939	5.2937	5.2939	5.2937	5.2938	5.2937	5.2938
4.5363	4.5362	4.5363	4.5363	4.5363	4.5363	4.5363	4.5363	4.5363	4.5362	4.5363	4.5363	4.5362	4.5363	4.5363	4.5362	4.5364	4.5362	4.5364	4.5363	4.5364	4.5364	4.5364	4.5363	4.5364	4.5363	4.5364	4.5363	4.5363	4.5363	4.5364	4.5363	4.5364	4.5363	4.5364	4.5364	4.5364	4.5364	4.5364	4.5363	4.5365	4.5364	4.5365	4.5364	4.5364	4.5364	4.5365	4.5364	4.5365	4.5364	4.5364	4.5364	4.5364	4.5364	4.5364	4.5364	4.5365	4.5364	4.5364	4.5365	4.5364	4.5365	4.5365	4.5364	4.5365	4.5365	4.5365	4.5365	4.5364	4.5364	4.5365	4.5364	4.5365	4.5364	4.5364	4.5365	4.5364	4.5365	4.5365	4.5365	4.5366	4.5365	4.5365	4.5366	4.5365	4.5365	4.5365	4.5365	4.5366	4.5365	4.5365	4.5366	4.5365	4.5366	4.5366	4.5366	4.5366	4.5366	4.5366	4.5367	4.5366	4.5367	4.5367	4.5367	4.5366	4.5367	4.5366	4.5367	4.5365	4.5367	4.5366	4.5366	4.5367	4.5368	4.5367	4.5368	4.5366	4.5368	4.5367	4.5368	4.5367	4.5368	4.5367	4.5368	4.5367	4.5368	4.5367	4.5367	4.5366	4.5368	4.5366	4.5368	4.5367	4.5368	4.5367	4.5367	4.5367	4.5368	4.5367	4.5369	4.5367	4.5368	4.5368	4.5368	4.5367	4.5368	4.5367	4.5368	4.5366	4.5368	4.5367	4.5367
3.78	3.7799	3.78	3.78	3.78	3.7801	3.78	3.78	3.7801	3.7799	3.78	3.78	3.7799	3.78	3.78	3.78	3.7801	3.7799	3.7801	3.78	3.7801	3.7801	3.7801	3.78	3.7801	3.78	3.7801	3.78	3.78	3.78	3.7801	3.7799	3.7801	3.78	3.7801	3.7801	3.7801	3.7801	3.7801	3.78	3.7802	3.7801	3.7802	3.7801	3.7801	3.7801	3.7801	3.7801	3.7802	3.7801	3.7801	3.7801	3.7801	3.7801	3.7801	3.7801	3.7802	3.7801	3.7801	3.7802	3.7801	3.7802	3.7801	3.7801	3.7802	3.7801	3.7801	3.7802	3.7801	3.7801	3.7801	3.7801	3.7802	3.7801	3.7801	3.7802	3.7801	3.7802	3.7802	3.7802	3.7802	3.7802	3.7802	3.7802	3.7801	3.7802	3.7802	3.7802	3.7802	3.7802	3.7802	3.7802	3.7802	3.7803	3.7802	3.7802	3.7802	3.7803	3.7802	3.7804	3.7803	3.7804	3.7803	3.7803	3.7803	3.7803	3.7802	3.7804	3.7802	3.7803	3.7803	3.7803	3.7803	3.7804	3.7803	3.7804	3.7803	3.7804	3.7803	3.7804	3.7804	3.7804	3.7803	3.7804	3.7803	3.7804	3.7803	3.7803	3.7803	3.7804	3.7803	3.7804	3.7803	3.7804	3.7804	3.7804	3.7804	3.7804	3.7803	3.7805	3.7803	3.7805	3.7804	3.7804	3.7804	3.7805	3.7803	3.7805	3.7803	3.7804	3.7803	3.7804
3.029	3.0289	3.029	3.029	3.0289	3.029	3.0289	3.0289	3.029	3.0289	3.029	3.0289	3.0289	3.029	3.0289	3.0289	3.029	3.0289	3.029	3.0289	3.029	3.029	3.029	3.0289	3.0291	3.0289	3.029	3.0289	3.029	3.0289	3.029	3.0289	3.029	3.0289	3.029	3.029	3.029	3.029	3.029	3.0289	3.0291	3.029	3.0291	3.029	3.029	3.029	3.029	3.029	3.0291	3.029	3.029	3.029	3.029	3.029	3.029	3.029	3.0291	3.029	3.029	3.0291	3.029	3.0291	3.029	3.029	3.0291	3.029	3.029	3.0291	3.029	3.029	3.029	3.029	3.0291	3.029	3.029	3.0291	3.029	3.0291	3.0291	3.0291	3.0291	3.0291	3.029	3.0291	3.029	3.0291	3.0291	3.0291	3.0291	3.0291	3.0291	3.0291	3.029	3.0291	3.0291	3.0291	3.0291	3.0292	3.0291	3.0293	3.0291	3.0293	3.0292	3.0292	3.0292	3.0292	3.0291	3.0292	3.0291	3.0292	3.0291	3.0292	3.0292	3.0293	3.0292	3.0293	3.0292	3.0293	3.0292	3.0293	3.0292	3.0293	3.0292	3.0293	3.0292	3.0293	3.0292	3.0292	3.0292	3.0293	3.0291	3.0293	3.0292	3.0293	3.0293	3.0292	3.0292	3.0293	3.0292	3.0293	3.0292	3.0293	3.0293	3.0293	3.0292	3.0293	3.0292	3.0293	3.0291	3.0293	3.0292	3.0292
2.2732	2.2731	2.2732	2.2732	2.2731	2.2732	2.2732	2.2731	2.2732	2.2731	2.2732	2.2732	2.2731	2.2732	2.2732	2.2731	2.2732	2.2731	2.2732	2.2732	2.2732	2.2732	2.2732	2.2731	2.2733	2.2731	2.2733	2.2731	2.2732	2.2731	2.2732	2.2731	2.2732	2.2731	2.2732	2.2732	2.2732	2.2732	2.2732	2.2731	2.2733	2.2732	2.2733	2.2732	2.2732	2.2732	2.2732	2.2732	2.2733	2.2732	2.2732	2.2732	2.2732	2.2732	2.2732	2.2732	2.2732	2.2732	2.2732	2.2733	2.2732	2.2733	2.2732	2.2732	2.2733	2.2732	2.2732	2.2733	2.2732	2.2732	2.2732	2.2732	2.2732	2.2732	2.2732	2.2732	2.2732	2.2733	2.2733	2.2733	2.2733	2.2733	2.2732	2.2733	2.2732	2.2733	2.2733	2.2732	2.2733	2.2732	2.2732	2.2733	2.2732	2.2733	2.2733	2.2733	2.2733	2.2733	2.2733	2.2734	2.2733	2.2734	2.2733	2.2734	2.2733	2.2734	2.2733	2.2734	2.2732	2.2734	2.2733	2.2733	2.2733	2.2734	2.2733	2.2735	2.2733	2.2734	2.2734	2.2734	2.2734	2.2735	2.2733	2.2735	2.2733	2.2734	2.2733	2.2734	2.2733	2.2734	2.2733	2.2734	2.2733	2.2734	2.2734	2.2734	2.2734	2.2734	2.2733	2.2735	2.2734	2.2735	2.2734	2.2734	2.2734	2.2735	2.2733	2.2735	2.2733	2.2734	2.2733	2.2734
